Date,Platform,Campaign,Impressions,Clicks,Spend,Conversions,Revenue
2024-10-20,Google Ads,Campaign_5,7922,285,527.17,19,800.29
2024-11-14,Meta Ads,Campaign_19,8013,217,210.37,35,3466.56
2024-10-29,Meta Ads,Campaign_10,7973,230,376.46,15,459.11
2024-01-19,Google Ads,Campaign_8,8111,429,944.23,66,7902.42
2024-03-25,Meta Ads,Campaign_21,7923,305,586.64,18,1406.93
2024-08-16,Google Ads,Campaign_2,7989,229,117.44,21,1178.26
2024-08-04,Google Ads,Campaign_14,7907,367,732.56,40,3411.62
2024-02-19,Google Ads,Campaign_12,7854,204,378.81,32,1979.51
2024-01-18,Google Ads,Campaign_7,7991,163,129.32,20,1166.79
2024-07-21,Google Ads,Campaign_20,7940,309,477.72,33,2532.5
2024-01-27,Google Ads,Campaign_20,8035,459,527.2,61,3268.65
2024-04-08,Google Ads,Campaign_8,7885,250,359.75,42,4538.35
2024-06-27,Google Ads,Campaign_15,7938,393,169.49,33,3389.85
2024-05-09,Google Ads,Campaign_16,8031,410,193.1,30,2795.33
2024-08-07,Meta Ads,Campaign_2,7952,280,434.16,22,1591.54
2024-01-22,Google Ads,Campaign_13,8006,260,180.36,38,1608.72
2024-06-07,Google Ads,Campaign_8,7898,362,530.45,32,632.77
2024-11-05,Google Ads,Campaign_7,8026,252,287.91,19,1485.58
2024-02-26,Meta Ads,Campaign_2,8032,172,393.84,11,1197.42
2024-09-21,Meta Ads,Campaign_1,7996,176,279.75,25,2587.39
2024-06-17,Google Ads,Campaign_8,7815,460,792.74,24,1779.25
2024-10-18,Meta Ads,Campaign_30,8086,390,185.44,34,1555.63
2024-10-03,Google Ads,Campaign_13,8166,404,949.62,18,2159.73
2024-03-19,Google Ads,Campaign_10,7962,191,329.16,9,850.58
2024-06-07,Google Ads,Campaign_14,8083,354,257.18,25,677.32
2024-02-23,Google Ads,Campaign_14,8086,396,173.51,64,2386.54
2024-04-19,Meta Ads,Campaign_9,8043,245,211.52,39,1276.96
2024-10-13,Google Ads,Campaign_7,8048,193,199.78,28,2573.9
2024-04-01,Meta Ads,Campaign_8,7893,424,200.11,72,7226.24
2024-08-18,Meta Ads,Campaign_7,8135,259,416.13,32,1750.49
2024-09-03,Meta Ads,Campaign_3,7909,385,479.27,19,704.1
2024-09-12,Meta Ads,Campaign_13,7955,292,673.33,20,1058.17
2024-06-29,Google Ads,Campaign_24,7985,328,158.28,22,1411.02
2024-09-18,Meta Ads,Campaign_10,8036,276,439.97,49,4142.06
2024-09-21,Google Ads,Campaign_24,8048,340,712.6,31,1472.01
2024-08-07,Google Ads,Campaign_10,8051,408,797.41,52,3093.46
2024-02-06,Google Ads,Campaign_23,7949,389,204.57,26,2818.55
2024-03-23,Meta Ads,Campaign_2,7854,160,324.46,21,1762.94
2024-07-18,Google Ads,Campaign_2,8165,392,890.61,54,2502.11
2024-11-16,Meta Ads,Campaign_20,7952,457,378.85,34,2341.36
2024-11-07,Google Ads,Campaign_6,7952,455,316.82,35,3384.58
2024-08-21,Meta Ads,Campaign_13,8159,279,682.11,30,1837.27
2024-06-05,Google Ads,Campaign_28,7909,330,644.86,23,1068.43
2024-06-09,Meta Ads,Campaign_25,7984,378,397.78,42,3140.84
2024-07-09,Meta Ads,Campaign_8,8069,448,687.14,31,2196.03
2024-06-08,Meta Ads,Campaign_13,7936,249,440.74,39,2089.93
2024-07-14,Google Ads,Campaign_7,7982,185,114.82,32,1565.1
2024-03-05,Google Ads,Campaign_27,8090,308,704.85,30,2416.24
2024-08-30,Google Ads,Campaign_19,7895,470,636.63,83,1691.13
2024-01-20,Meta Ads,Campaign_20,7905,160,144.31,7,380.45
2024-04-29,Meta Ads,Campaign_11,8133,486,253.05,61,3091.57
2024-08-31,Meta Ads,Campaign_16,8024,335,225.95,14,318.04
2024-05-08,Google Ads,Campaign_7,8073,228,396.61,36,4076.16
2024-10-06,Google Ads,Campaign_20,7910,380,840.8,21,639.78
2024-02-25,Meta Ads,Campaign_24,8125,245,529.44,15,312.58
2024-11-21,Meta Ads,Campaign_12,7980,461,597.03,60,2080.34
2024-12-22,Meta Ads,Campaign_3,8034,377,916.7,16,821.13
2024-02-12,Google Ads,Campaign_26,7953,401,299.14,34,1289.78
2024-05-12,Google Ads,Campaign_21,7936,325,154.54,53,1828.81
2024-08-21,Meta Ads,Campaign_25,7974,463,448.82,80,3195.01
2024-08-04,Google Ads,Campaign_30,8130,361,454.3,17,502.66
2024-08-27,Meta Ads,Campaign_9,8035,446,993.79,50,4250.14
2024-08-21,Meta Ads,Campaign_2,7883,221,423.07,26,695.65
2024-05-02,Google Ads,Campaign_20,8090,203,255.19,22,2529.82
2024-05-24,Meta Ads,Campaign_20,7824,234,446.19,41,3796.09
2024-11-09,Meta Ads,Campaign_22,8088,173,385.54,26,2551.61
2024-12-06,Google Ads,Campaign_8,8088,252,610.27,18,831.19
2024-12-14,Meta Ads,Campaign_19,7962,315,610.3,22,1551.79
2024-03-04,Google Ads,Campaign_15,8100,304,124.71,12,642.67
2024-04-13,Meta Ads,Campaign_17,7969,435,589.01,34,3674.78
2024-11-06,Meta Ads,Campaign_4,7934,258,534.95,26,2331.51
2024-05-16,Google Ads,Campaign_29,8086,189,327.67,21,609.79
2024-07-09,Meta Ads,Campaign_10,8017,321,572.29,30,2404.34
2024-04-10,Google Ads,Campaign_21,8129,322,428.06,52,3057.85
2024-05-20,Google Ads,Campaign_14,8143,436,651.91,26,1541.49
2024-12-14,Google Ads,Campaign_2,8064,191,394.19,17,578.58
2024-01-04,Meta Ads,Campaign_5,7996,460,261.25,25,2316.75
2024-04-13,Meta Ads,Campaign_29,7917,329,543.56,42,1410.06
2024-12-23,Meta Ads,Campaign_27,7870,298,239.85,37,4014.17
2024-05-11,Google Ads,Campaign_19,7901,332,647.0,41,4428.98
2024-12-22,Google Ads,Campaign_4,7976,413,814.08,36,4156.35
2024-07-28,Meta Ads,Campaign_4,7920,384,604.97,27,1026.92
2024-08-31,Google Ads,Campaign_16,7940,421,499.54,63,6068.11
2024-09-12,Meta Ads,Campaign_8,8023,433,239.38,36,2731.66
2024-09-18,Meta Ads,Campaign_14,8227,375,600.08,64,2691.02
2024-01-29,Google Ads,Campaign_6,8001,204,247.96,8,617.82
2024-07-23,Meta Ads,Campaign_25,7967,250,322.31,16,999.28
2024-02-15,Google Ads,Campaign_11,8081,293,359.06,35,4136.46
2024-07-26,Meta Ads,Campaign_3,8116,431,266.81,24,2372.51
2024-01-25,Google Ads,Campaign_24,7905,380,788.5,15,1299.48
2024-10-07,Google Ads,Campaign_25,7929,159,162.07,12,1171.08
2024-10-16,Google Ads,Campaign_13,8028,263,315.13,18,1995.08
2024-10-29,Meta Ads,Campaign_30,7783,397,367.18,36,1278.73
2024-09-08,Meta Ads,Campaign_27,7953,185,298.39,9,856.11
2024-01-20,Google Ads,Campaign_12,7955,264,576.58,27,3075.64
2024-04-06,Meta Ads,Campaign_13,7991,367,734.08,50,2652.74
2024-01-23,Meta Ads,Campaign_22,7890,314,743.44,16,1487.65
2024-08-12,Google Ads,Campaign_25,8025,161,338.01,6,220.17
2024-06-26,Meta Ads,Campaign_15,8041,422,752.2,74,7645.25
2024-01-13,Meta Ads,Campaign_11,7998,302,408.75,25,2693.09
2024-12-13,Google Ads,Campaign_15,8012,354,531.69,49,5329.95
2024-03-29,Meta Ads,Campaign_15,7894,214,346.52,24,2777.93
2024-04-24,Google Ads,Campaign_4,8170,291,444.13,25,2620.04
2024-02-20,Google Ads,Campaign_6,8020,235,407.32,11,283.27
2024-12-29,Meta Ads,Campaign_12,7900,164,394.83,6,273.4
2024-05-01,Meta Ads,Campaign_15,7972,244,220.48,20,1711.44
2024-01-15,Meta Ads,Campaign_22,7825,347,593.71,18,661.85
2024-12-01,Google Ads,Campaign_23,7822,296,317.54,49,2125.56
2024-01-09,Google Ads,Campaign_13,7987,437,821.29,64,6911.41
2024-02-03,Meta Ads,Campaign_30,7956,181,367.46,31,3191.49
2024-06-04,Google Ads,Campaign_17,7865,178,262.39,27,1024.22
2024-07-30,Google Ads,Campaign_1,8034,329,667.51,29,1268.37
2024-04-22,Meta Ads,Campaign_27,8002,406,1012.74,63,6033.04
2024-09-10,Google Ads,Campaign_7,7967,363,817.96,61,2113.39
2024-02-02,Meta Ads,Campaign_9,8073,332,192.96,41,1297.54
2024-01-18,Meta Ads,Campaign_6,8049,461,574.82,80,9273.4
2024-01-06,Google Ads,Campaign_3,8079,162,283.33,10,231.06
2024-03-31,Google Ads,Campaign_16,8044,325,262.01,17,454.8
2024-12-17,Google Ads,Campaign_6,7943,436,502.87,42,2520.98
2024-06-28,Google Ads,Campaign_9,8085,292,152.66,22,856.4
2024-04-21,Google Ads,Campaign_11,7959,398,197.22,69,4749.08
2024-06-04,Meta Ads,Campaign_28,8042,192,94.32,17,1675.62
2024-03-04,Meta Ads,Campaign_5,7942,332,462.62,32,1577.8
2024-10-04,Meta Ads,Campaign_26,7982,405,630.18,21,1186.06
2024-10-17,Google Ads,Campaign_1,7980,199,230.69,24,2565.93
2024-07-25,Google Ads,Campaign_27,7933,164,228.84,8,832.97
2024-06-10,Meta Ads,Campaign_14,8075,166,298.65,18,630.91
2024-10-25,Google Ads,Campaign_22,7921,177,235.71,9,505.85
2024-03-08,Google Ads,Campaign_8,8010,249,196.11,24,2474.19
2024-12-30,Meta Ads,Campaign_8,7938,291,264.43,15,831.15
2024-10-26,Google Ads,Campaign_5,7805,263,586.69,12,1310.15
2024-08-07,Meta Ads,Campaign_9,8134,318,380.74,32,1960.93
2024-07-26,Google Ads,Campaign_4,7915,208,119.32,31,1474.76
2024-01-30,Google Ads,Campaign_4,7968,237,414.6,26,1094.78
2024-07-03,Meta Ads,Campaign_5,8010,270,644.65,18,530.68
2024-02-14,Google Ads,Campaign_4,7906,298,126.97,13,1528.31
2024-07-19,Google Ads,Campaign_12,7964,203,452.94,11,1038.21
2024-05-25,Meta Ads,Campaign_4,8026,401,503.36,38,3749.12
2024-06-15,Meta Ads,Campaign_8,8010,263,472.22,37,3208.93
2024-05-14,Meta Ads,Campaign_23,7886,239,480.6,27,2009.68
2024-10-13,Google Ads,Campaign_12,8063,186,81.27,13,603.73
2024-01-26,Meta Ads,Campaign_6,7817,370,219.57,20,2006.25
2024-01-24,Meta Ads,Campaign_13,7894,456,492.14,64,5230.95
2024-12-02,Meta Ads,Campaign_5,8141,410,426.94,54,6100.48
2024-01-06,Google Ads,Campaign_1,7931,268,621.51,15,709.92
2024-05-11,Meta Ads,Campaign_26,7883,411,638.29,48,4079.84
2024-06-10,Meta Ads,Campaign_17,8085,363,418.77,33,3534.93
2024-05-18,Meta Ads,Campaign_24,7993,390,319.97,30,2964.75
2024-12-08,Google Ads,Campaign_10,8112,339,368.57,27,1534.62
2024-08-30,Google Ads,Campaign_13,7848,207,509.38,8,579.26
2024-09-27,Google Ads,Campaign_20,7961,266,343.55,40,2554.54
2024-07-16,Google Ads,Campaign_15,8107,194,290.04,23,2102.64
2024-07-20,Google Ads,Campaign_15,7864,399,778.16,46,3389.85
2024-01-27,Meta Ads,Campaign_28,8066,382,706.1,20,2029.01
2024-02-17,Google Ads,Campaign_9,8002,192,321.94,15,1023.98
2024-07-02,Google Ads,Campaign_28,8060,279,474.36,40,994.33
2024-12-17,Google Ads,Campaign_28,8031,224,268.4,34,1411.4
2024-04-03,Google Ads,Campaign_23,8063,227,155.81,37,3492.35
2024-12-29,Meta Ads,Campaign_11,8077,395,415.73,28,2951.47
2024-04-04,Google Ads,Campaign_10,8055,162,314.27,18,1838.93
2024-05-12,Google Ads,Campaign_6,7901,336,423.23,28,2657.23
2024-03-16,Meta Ads,Campaign_9,7988,444,701.57,72,3812.56
2024-09-11,Google Ads,Campaign_19,8076,185,343.59,25,2243.36
2024-04-26,Google Ads,Campaign_12,7930,441,234.39,73,1430.25
2024-05-08,Meta Ads,Campaign_19,8010,353,198.5,52,1716.32
2024-06-03,Google Ads,Campaign_8,7932,398,372.34,25,2802.52
2024-02-13,Meta Ads,Campaign_15,8053,307,143.3,26,2146.29
2024-08-06,Meta Ads,Campaign_6,7913,398,991.43,65,6809.6
2024-05-21,Meta Ads,Campaign_26,7887,259,535.5,26,1004.97
2024-12-10,Google Ads,Campaign_11,7960,402,363.83,48,1490.25
2024-09-30,Meta Ads,Campaign_23,7916,440,535.65,63,5980.9
2024-12-05,Google Ads,Campaign_22,7954,232,578.26,39,3695.22
2024-01-18,Meta Ads,Campaign_1,8004,320,246.88,26,2363.24
2024-08-08,Google Ads,Campaign_4,7991,166,252.29,26,420.82
2024-04-20,Meta Ads,Campaign_9,7900,305,708.75,38,3830.52
2024-01-21,Google Ads,Campaign_12,8020,424,825.63,62,7332.83
2024-12-08,Google Ads,Campaign_7,7977,425,746.19,62,7300.45
2024-11-15,Google Ads,Campaign_16,7974,467,997.56,54,2288.14
2024-12-23,Google Ads,Campaign_12,7949,234,401.07,9,297.27
2024-05-16,Meta Ads,Campaign_20,7901,194,182.53,15,539.74
2024-12-28,Meta Ads,Campaign_10,7963,420,310.0,37,2740.81
2024-12-07,Meta Ads,Campaign_5,7994,350,862.4,53,1582.63
2024-11-20,Meta Ads,Campaign_4,8060,236,492.29,29,2496.43
2024-08-08,Meta Ads,Campaign_15,8112,359,460.71,32,3005.96
2024-09-19,Meta Ads,Campaign_15,8040,327,651.55,52,3037.02
2024-11-05,Google Ads,Campaign_16,8182,184,397.01,21,888.91
2024-01-17,Google Ads,Campaign_20,8062,357,640.66,30,2359.66
2024-07-25,Google Ads,Campaign_26,8019,170,363.3,22,1386.14
2024-08-03,Google Ads,Campaign_14,7998,289,166.79,47,2470.18
2024-03-26,Meta Ads,Campaign_7,8058,403,384.57,70,1660.76
2024-01-10,Meta Ads,Campaign_25,8054,266,321.95,14,1148.79
2024-10-22,Google Ads,Campaign_14,8050,250,364.98,17,1686.45
2024-11-22,Meta Ads,Campaign_3,8014,274,390.5,13,272.58
2024-02-26,Meta Ads,Campaign_24,7879,292,336.44,21,636.14
2024-03-06,Google Ads,Campaign_7,7781,164,87.22,21,1876.34
2024-03-16,Meta Ads,Campaign_6,7818,402,274.08,50,1736.99
2024-04-04,Meta Ads,Campaign_6,8175,438,720.08,76,4986.01
2024-05-08,Google Ads,Campaign_21,7966,341,376.37,31,3654.32
2024-02-07,Google Ads,Campaign_21,7966,475,1133.84,75,1930.9
2024-09-14,Meta Ads,Campaign_21,8159,488,857.35,52,6214.79
2024-07-09,Meta Ads,Campaign_12,7952,373,189.93,58,3461.87
2024-01-20,Meta Ads,Campaign_4,7908,364,540.86,35,957.22
2024-01-20,Google Ads,Campaign_24,8107,455,535.66,67,4191.95
2024-09-21,Google Ads,Campaign_9,7959,378,755.49,18,662.17
2024-10-06,Google Ads,Campaign_27,7925,214,154.93,19,2272.67
2024-03-21,Meta Ads,Campaign_5,7983,389,274.63,48,4942.83
2024-02-22,Google Ads,Campaign_23,8008,206,409.66,36,1253.89
2024-10-21,Meta Ads,Campaign_21,7947,349,762.82,58,3283.41
2024-06-22,Meta Ads,Campaign_25,8132,480,221.71,19,1603.5
2024-01-14,Meta Ads,Campaign_23,7836,194,336.78,13,704.93
2024-04-06,Meta Ads,Campaign_20,7874,215,402.43,10,816.51
2024-11-01,Meta Ads,Campaign_23,8121,446,761.36,50,4252.32
2024-02-16,Google Ads,Campaign_3,8066,405,735.5,49,4938.85
2024-02-01,Meta Ads,Campaign_3,7982,302,204.8,35,1567.16
2024-08-18,Meta Ads,Campaign_26,7969,169,219.33,24,1450.91
2024-09-11,Meta Ads,Campaign_25,7974,396,904.47,30,3289.18
2024-02-16,Meta Ads,Campaign_17,7972,277,201.71,26,630.61
2024-07-26,Google Ads,Campaign_24,8083,436,326.73,43,3929.8
2024-04-01,Google Ads,Campaign_25,7997,170,327.18,7,326.97
2024-05-29,Meta Ads,Campaign_21,7953,415,304.32,25,1917.6
2024-07-11,Google Ads,Campaign_22,7926,415,188.16,39,3964.0
2024-05-10,Meta Ads,Campaign_7,7869,177,411.29,28,1041.9
2024-04-14,Google Ads,Campaign_5,8105,283,678.9,33,3611.55
2024-12-17,Google Ads,Campaign_16,8070,163,396.62,12,811.73
2024-04-02,Meta Ads,Campaign_6,7950,283,154.24,40,3401.3
2024-07-23,Meta Ads,Campaign_22,7972,428,891.97,64,1204.21
2024-04-22,Google Ads,Campaign_4,7978,437,270.22,33,1748.4
2024-05-11,Meta Ads,Campaign_16,8069,380,728.15,18,1787.76
2024-08-24,Google Ads,Campaign_17,7915,467,786.81,73,3707.88
2024-06-13,Google Ads,Campaign_9,8023,317,136.96,39,849.12
2024-07-04,Meta Ads,Campaign_5,7851,307,518.24,32,1173.17
2024-11-02,Google Ads,Campaign_13,8021,164,231.98,27,708.85
2024-02-04,Google Ads,Campaign_23,8025,474,1183.81,35,784.7
2024-04-23,Meta Ads,Campaign_29,7980,347,500.73,14,1353.07
2024-07-04,Google Ads,Campaign_7,7953,267,479.49,41,875.88
2024-12-19,Google Ads,Campaign_17,7920,255,447.82,19,939.73
2024-09-24,Google Ads,Campaign_21,7889,241,174.85,20,1392.05
2024-08-21,Meta Ads,Campaign_19,7847,331,755.51,59,1905.46
2024-08-29,Meta Ads,Campaign_28,8003,319,575.61,40,2021.13
2024-12-15,Google Ads,Campaign_1,8123,358,572.31,38,1318.28
2024-06-11,Google Ads,Campaign_17,7942,381,393.43,31,1171.97
2024-02-09,Google Ads,Campaign_5,7931,428,647.73,53,4108.68
2024-04-18,Google Ads,Campaign_11,8035,352,189.17,20,2103.35
2024-08-31,Google Ads,Campaign_24,7997,391,239.12,57,5103.83
2024-04-29,Google Ads,Campaign_5,7917,254,543.27,20,825.38
2024-01-14,Google Ads,Campaign_4,7936,418,988.42,51,3187.52
2024-03-16,Google Ads,Campaign_23,7886,252,118.52,13,851.75
2024-03-12,Google Ads,Campaign_13,7978,293,322.26,15,1599.75
2024-11-11,Google Ads,Campaign_23,8047,183,332.14,29,1254.44
2024-04-16,Meta Ads,Campaign_9,7997,464,806.54,20,932.69
2024-04-03,Google Ads,Campaign_16,7843,201,158.54,20,1432.18
2024-05-23,Google Ads,Campaign_30,7939,366,254.27,64,7518.52
2024-07-08,Google Ads,Campaign_13,8009,327,440.5,15,317.6
2024-03-27,Meta Ads,Campaign_21,7979,397,679.71,56,927.74
2024-10-11,Meta Ads,Campaign_24,7892,181,307.93,31,1918.82
2024-10-06,Google Ads,Campaign_10,7897,275,360.67,22,1993.25
2024-07-26,Google Ads,Campaign_27,8041,273,511.57,28,1833.5
2024-12-12,Google Ads,Campaign_14,8012,432,841.68,41,4673.8
2024-09-23,Google Ads,Campaign_29,8089,434,553.98,26,2500.49
2024-06-23,Google Ads,Campaign_15,7920,279,346.71,33,2411.2
2024-06-27,Meta Ads,Campaign_15,8003,463,838.02,79,4900.51
2024-02-22,Meta Ads,Campaign_20,8111,330,192.72,16,1135.34
2024-05-26,Google Ads,Campaign_5,8015,386,350.83,20,1165.75
2024-05-15,Meta Ads,Campaign_19,8110,446,561.61,43,1630.07
2024-02-29,Meta Ads,Campaign_23,7971,452,396.53,24,449.01
2024-11-09,Google Ads,Campaign_21,7962,233,163.08,21,1335.73
2024-06-01,Meta Ads,Campaign_24,8043,463,906.39,42,713.98
2024-09-17,Google Ads,Campaign_3,8051,207,383.38,27,1637.16
2024-07-14,Meta Ads,Campaign_8,8143,228,508.85,15,1208.34
2024-09-09,Google Ads,Campaign_8,7912,238,439.27,21,1314.86
2024-03-13,Google Ads,Campaign_10,7954,330,442.68,30,2823.77
2024-10-01,Meta Ads,Campaign_17,7991,328,264.75,18,1510.95
2024-04-15,Meta Ads,Campaign_4,8103,354,460.89,49,4516.93
2024-05-06,Google Ads,Campaign_16,7962,363,885.61,33,3028.02
2024-02-19,Meta Ads,Campaign_5,7947,453,1029.93,20,1273.37
2024-11-15,Google Ads,Campaign_26,7982,345,620.28,53,2014.74
2024-06-15,Google Ads,Campaign_28,8130,303,509.64,47,2131.41
2024-11-15,Google Ads,Campaign_26,8047,165,221.16,19,1504.0
2024-05-07,Meta Ads,Campaign_30,8028,231,424.55,40,1221.82
2024-07-04,Google Ads,Campaign_20,7999,460,509.79,71,4788.99
2024-11-14,Google Ads,Campaign_28,7940,158,145.54,17,2001.33
2024-08-26,Google Ads,Campaign_1,8032,167,98.91,14,1248.75
2024-12-07,Meta Ads,Campaign_6,8066,402,607.69,19,2023.19
2024-08-09,Meta Ads,Campaign_12,7929,415,1021.66,42,1163.72
2024-04-03,Google Ads,Campaign_10,8011,474,366.96,72,8482.13
2024-02-21,Meta Ads,Campaign_24,7961,440,510.48,63,6752.26
2024-09-16,Meta Ads,Campaign_30,7872,257,321.28,36,951.72
2024-08-25,Meta Ads,Campaign_13,7870,328,775.76,32,2949.54
2024-01-01,Google Ads,Campaign_14,8094,327,177.39,14,1553.02
2024-01-10,Meta Ads,Campaign_28,8020,304,578.17,39,2560.63
2024-02-09,Meta Ads,Campaign_9,7932,336,734.52,43,4181.91
2024-05-15,Meta Ads,Campaign_9,8003,278,288.71,12,846.08
2024-10-24,Meta Ads,Campaign_28,7800,457,772.03,77,3505.28
2024-12-03,Google Ads,Campaign_10,8148,476,450.27,51,1739.25
2024-10-30,Meta Ads,Campaign_16,7968,411,938.72,38,1046.88
2024-04-28,Google Ads,Campaign_7,8052,377,848.95,41,3703.6
2024-09-08,Google Ads,Campaign_17,8137,445,858.9,68,1602.09
2024-05-17,Google Ads,Campaign_15,8153,213,444.76,20,1420.65
2024-07-06,Google Ads,Campaign_19,7985,176,234.05,17,701.99
2024-03-03,Google Ads,Campaign_2,8052,292,571.09,18,1631.14
2024-05-24,Meta Ads,Campaign_11,8105,284,408.83,38,3948.46
2024-01-16,Google Ads,Campaign_5,7968,354,789.23,22,1810.42
2024-09-27,Meta Ads,Campaign_25,7968,201,406.42,34,2552.08
2024-12-13,Google Ads,Campaign_20,8048,392,284.63,20,2014.48
2024-10-23,Google Ads,Campaign_14,8183,379,351.95,50,5293.68
2024-02-21,Google Ads,Campaign_21,7945,377,501.07,34,1145.32
2024-01-29,Meta Ads,Campaign_20,7968,204,117.58,33,1727.1
2024-05-18,Google Ads,Campaign_19,8175,447,1056.95,62,4671.16
2024-05-28,Meta Ads,Campaign_10,8059,474,377.87,29,1902.54
2024-12-14,Google Ads,Campaign_17,7907,387,924.44,51,2829.58
2024-09-22,Meta Ads,Campaign_4,7843,340,572.52,60,5904.56
2024-11-17,Meta Ads,Campaign_27,7990,225,265.46,19,981.6
2024-08-02,Google Ads,Campaign_10,8026,188,409.95,27,2661.77
2024-10-07,Google Ads,Campaign_25,7746,335,541.19,15,988.62
2024-07-20,Meta Ads,Campaign_26,8079,460,1024.85,80,1972.97
2024-05-08,Google Ads,Campaign_7,7892,298,606.02,45,2330.46
2024-05-07,Google Ads,Campaign_13,8051,212,87.99,25,1593.48
2024-11-18,Meta Ads,Campaign_17,7984,282,187.23,41,3527.57
2024-04-03,Google Ads,Campaign_24,8027,435,392.11,67,3916.31
2024-10-08,Google Ads,Campaign_28,8100,180,218.61,12,828.85
2024-11-21,Meta Ads,Campaign_10,7972,238,494.35,38,4290.16
2024-06-02,Meta Ads,Campaign_24,7883,253,542.53,31,577.18
2024-03-30,Google Ads,Campaign_3,7936,324,313.42,54,3334.59
2024-11-20,Google Ads,Campaign_17,8055,199,247.11,27,1261.48
2024-12-10,Meta Ads,Campaign_6,7999,353,683.16,34,1191.53
2024-04-01,Meta Ads,Campaign_28,7884,200,161.05,30,2662.79
2024-02-05,Meta Ads,Campaign_18,7942,245,454.78,42,3623.06
2024-06-02,Google Ads,Campaign_9,7955,375,159.35,45,2058.12
2024-05-25,Meta Ads,Campaign_26,8161,480,1148.5,33,3802.25
2024-04-17,Google Ads,Campaign_24,7984,358,818.06,32,763.13
2024-04-06,Meta Ads,Campaign_3,8054,208,474.21,36,3952.02
2024-09-26,Google Ads,Campaign_25,8089,482,1136.96,52,2333.92
2024-04-10,Google Ads,Campaign_9,7928,243,490.85,22,689.66
2024-09-10,Meta Ads,Campaign_7,8025,437,204.36,36,4137.69
2024-06-26,Google Ads,Campaign_12,7954,374,824.38,43,1321.99
2024-12-17,Meta Ads,Campaign_3,8087,364,282.35,57,4305.85
2024-11-06,Meta Ads,Campaign_11,7970,296,314.84,17,719.92
2024-04-27,Meta Ads,Campaign_23,7998,268,307.42,19,305.28
2024-02-23,Meta Ads,Campaign_3,7980,194,191.72,10,710.71
2024-03-10,Meta Ads,Campaign_14,8066,474,825.52,64,6002.57
2024-03-19,Google Ads,Campaign_6,7940,215,348.62,12,1336.77
2024-01-25,Meta Ads,Campaign_8,7972,323,634.05,58,958.88
2024-10-12,Google Ads,Campaign_26,7849,164,308.0,7,390.01
2024-04-11,Meta Ads,Campaign_20,7944,292,180.12,46,4012.73
2024-10-04,Meta Ads,Campaign_10,8143,203,260.18,28,533.62
2024-10-23,Google Ads,Campaign_15,7974,228,310.2,15,381.23
2024-10-13,Google Ads,Campaign_23,7974,389,415.67,36,1647.33
2024-04-08,Google Ads,Campaign_22,8030,216,458.98,14,760.07
2024-12-16,Meta Ads,Campaign_10,8057,162,212.41,9,844.83
2024-10-27,Meta Ads,Campaign_16,8055,289,714.68,33,1608.77
2024-12-02,Meta Ads,Campaign_21,8072,463,608.42,31,480.82
2024-11-11,Google Ads,Campaign_19,8127,472,447.08,57,2630.75
2024-01-11,Google Ads,Campaign_8,8164,296,560.59,38,2898.93
2024-07-18,Meta Ads,Campaign_11,7979,377,919.12,44,1384.64
2024-04-24,Meta Ads,Campaign_27,8066,271,395.87,27,2033.76
2024-02-26,Google Ads,Campaign_3,7978,184,223.12,8,369.78
2024-06-29,Google Ads,Campaign_21,7966,395,471.95,30,523.28
2024-07-08,Google Ads,Campaign_22,7962,349,257.13,18,1451.91
2024-07-17,Meta Ads,Campaign_25,8042,432,520.48,51,1679.04
2024-08-15,Google Ads,Campaign_21,7876,393,654.36,28,3166.85
2024-04-09,Meta Ads,Campaign_10,7956,285,434.16,39,2585.26
2024-10-08,Meta Ads,Campaign_16,8119,409,683.01,20,1336.6
2024-09-02,Meta Ads,Campaign_10,7915,333,337.89,53,5502.61
2024-07-21,Meta Ads,Campaign_8,7960,237,99.46,27,2667.09
2024-05-03,Google Ads,Campaign_17,8106,214,339.99,16,824.46
2024-08-20,Meta Ads,Campaign_17,8020,203,175.9,8,763.7
2024-03-14,Meta Ads,Campaign_16,8003,223,274.07,10,223.13
2024-11-25,Google Ads,Campaign_1,7919,449,395.66,39,2877.06
2024-09-17,Meta Ads,Campaign_22,8031,473,866.12,40,1415.48
2024-08-03,Google Ads,Campaign_27,7875,421,217.64,23,1731.1
2024-07-16,Meta Ads,Campaign_30,7949,277,351.67,25,461.95
2024-04-19,Meta Ads,Campaign_25,7988,210,464.46,16,561.64
2024-09-22,Meta Ads,Campaign_6,8069,336,449.14,58,5354.97
2024-09-18,Meta Ads,Campaign_23,8057,320,427.04,44,3223.15
2024-10-01,Meta Ads,Campaign_26,7827,236,105.94,28,2791.4
2024-01-15,Google Ads,Campaign_11,7910,311,182.92,41,3194.96
2024-11-07,Meta Ads,Campaign_9,8127,329,374.02,46,5137.54
2024-03-21,Google Ads,Campaign_18,7935,430,1000.27,55,4017.99
2024-09-01,Google Ads,Campaign_18,7996,458,520.73,47,2749.94
2024-05-04,Meta Ads,Campaign_8,7971,179,207.37,26,1884.66
2024-02-19,Google Ads,Campaign_18,8017,286,161.71,12,682.45
2024-08-06,Google Ads,Campaign_2,7916,255,274.03,37,2389.86
2024-10-22,Google Ads,Campaign_4,8153,380,396.0,25,1741.76
2024-10-23,Google Ads,Campaign_26,7857,161,171.54,8,153.08
